,Postion on chart,Titles,Artists,Weeks,lastPosition,chart_release_date
1692,93,4:00 AM,2 Chainz Featuring Travis Scott,10,83,8/21/17
1693,94,B.E.D.,Jacquees,1,0,8/21/17
1694,95,Chillin' Like A Villain,"Sofia Carson, Cameron Boyce, Booboo Stewart & Mitchell Hope",1,0,8/21/17
1695,96,It's Goin' Down,Descendants 2 Cast,3,77,8/21/17
1696,97,For Her,Chris Lane,2,99,8/21/17
1697,98,Every Little Thing,Carly Pearce,2,94,8/21/17
1698,99,Havana,Camila Cabello Featuring Young Thug,1,0,8/21/17
1699,100,El Amante,Nicky Jam,14,92,8/21/17
1700,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,31,1,8/28/17
1701,2,Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,9,2,8/28/17
1702,3,Bodak Yellow (Money Moves),Cardi B,7,8,8/28/17
1703,4,Unforgettable,French Montana Featuring Swae Lee,19,3,8/28/17
1704,5,Believer,Imagine Dragons,28,4,8/28/17
1705,6,Attention,Charlie Puth,17,5,8/28/17
1706,7,There's Nothing Holdin' Me Back,Shawn Mendes,17,6,8/28/17
1707,8,That's What I Like,Bruno Mars,31,7,8/28/17
1708,9,Shape Of You,Ed Sheeran,32,9,8/28/17
1709,10,Body Like A Back Road,Sam Hunt,29,11,8/28/17
1710,11,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",16,10,8/28/17
1711,12,Bank Account,21 Savage,6,12,8/28/17
1712,13,Strip That Down,Liam Payne Featuring Quavo,13,15,8/28/17
1713,14,Congratulations,Post Malone Featuring Quavo,34,14,8/28/17
1714,15,Slow Hands,Niall Horan,16,17,8/28/17
1715,16,Redbone,Childish Gambino,37,13,8/28/17
1716,17,Humble.,Kendrick Lamar,20,16,8/28/17
1717,18,XO TOUR Llif3,Lil Uzi Vert,21,18,8/28/17
1718,19,Something Just Like This,The Chainsmokers & Coldplay,26,19,8/28/17
1719,20,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",9,21,8/28/17
1720,21,Mi Gente,J Balvin & Willy William Featuring Beyonce,7,23,8/28/17
1721,22,Praying,Kesha,6,24,8/28/17
1722,23,Stay,Zedd & Alessia Cara,25,20,8/28/17
1723,24,Rake It Up,Yo Gotti Featuring Nicki Minaj,7,22,8/28/17
1724,25,Sorry Not Sorry,Demi Lovato,6,28,8/28/17
1725,26,Feel It Still,Portugal. The Man,9,30,8/28/17
1726,27,Location,Khalid,32,29,8/28/17
1727,28,Mask Off,Future,26,25,8/28/17
1728,29,What About Us,P!nk,2,82,8/28/17
1729,30,Say You Won't Let Go,James Arthur,43,27,8/28/17
1730,31,Loyalty.,Kendrick Lamar Featuring Rihanna,18,32,8/28/17
1731,32,Now Or Never,Halsey,19,26,8/28/17
1732,33,Versace On The Floor,Bruno Mars,10,43,8/28/17
1733,34,It Ain't Me,Kygo x Selena Gomez,27,31,8/28/17
1734,35,Love Galore,SZA Featuring Travis Scott,10,35,8/28/17
1735,36,Magnolia,Playboi Carti,16,34,8/28/17
1736,37,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,16,50,8/28/17
1737,38,Small Town Boy,Dustin Lynch,11,38,8/28/17
1738,39,Castle On The Hill,Ed Sheeran,32,33,8/28/17
1739,40,Everyday We Lit,YFN Lucci Featuring PnB Rock,19,36,8/28/17
1740,41,Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,20,39,8/28/17
1741,42,Silence,Marshmello Featuring Khalid,1,0,8/28/17
1742,43,No Promises,Cheat Codes Featuring Demi Lovato,14,42,8/28/17
1743,44,What Ifs,Kane Brown Featuring Lauren Alaina,10,40,8/28/17
1744,45,In Case You Didn't Know,Brett Young,28,41,8/28/17
1745,46,Slippery,Migos Featuring Gucci Mane,21,37,8/28/17
1746,47,It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",10,46,8/28/17
1747,48,Fetish,Selena Gomez Featuring Gucci Mane,6,47,8/28/17
1748,49,Young Dumb & Broke,Khalid,5,49,8/28/17
1749,50,No Such Thing As A Broken Heart,Old Dominion,12,51,8/28/17
1750,51,Drinkin' Problem,Midland,15,48,8/28/17
1751,52,The Race,Tay-K,2,70,8/28/17
1752,53,Felices Los 4,Maluma,14,61,8/28/17
1753,54,Crew,GoldLink Featuring Brent Faiyaz & Shy Glizzy,8,58,8/28/17
1754,55,Heartache On The Dance Floor,Jon Pardi,7,54,8/28/17
1755,56,Back To You,Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,4,62,8/28/17
1756,57,Thunder,Imagine Dragons,16,53,8/28/17
1757,58,Butterfly Effect,Travis Scott,12,55,8/28/17
1758,59,Somebody Else Will,Justin Moore,11,64,8/28/17
1759,60,Craving You,Thomas Rhett Featuring Maren Morris,20,63,8/28/17
1760,61,Whatever You Need,Meek Mill Featuring Chris Brown & Ty Dolla $ign,6,57,8/28/17
1761,62,Do I Make You Wanna,Billy Currington,10,52,8/28/17
1762,63,Do Re Mi,blackbear,10,67,8/28/17
1763,64,2U,David Guetta Featuring Justin Bieber,10,45,8/28/17
1764,65,You Look Good,Lady Antebellum,19,69,8/28/17
1765,66,DNA.,Kendrick Lamar,18,59,8/28/17
1766,67,Most Girls,Hailee Steinfeld,13,60,8/28/17
1767,68,When It Rains It Pours,Luke Combs,3,80,8/28/17
1768,69,Escapate Conmigo,Wisin Featuring Ozuna,10,68,8/28/17
1769,70,Love.,Kendrick Lamar Featuring Zacari,18,72,8/28/17
1770,71,Glorious,Macklemore Featuring Skylar Grey,6,71,8/28/17
1771,72,My Girl,Dylan Scott,17,66,8/28/17
1772,73,Unforgettable,Thomas Rhett,3,86,8/28/17
1773,74,Flatliner,Cole Swindell,17,56,8/28/17
1774,75,The Weekend,SZA,3,75,8/28/17
1775,76,Reminder,The Weeknd,15,65,8/28/17
1776,77,Honest,The Chainsmokers,3,77,8/28/17
1777,78,Malibu,Miley Cyrus,15,73,8/28/17
1778,79,It Ain't My Fault,Brothers Osborne,9,91,8/28/17
1779,80,All The Pretty Girls,Kenny Chesney,3,92,8/28/17
1780,81,New Rules,Dua Lipa,3,83,8/28/17
1781,82,They Don't Know,Jason Aldean,3,89,8/28/17
1782,83,Bad Liar,Selena Gomez,14,74,8/28/17
1783,84,First Day Out,Tee Grizzley,20,78,8/28/17
1784,85,Every Little Thing,Carly Pearce,3,98,8/28/17
1785,86,Patty Cake,Kodak Black,2,76,8/28/17
1786,87,Wish I Knew You,The Revivalists,3,88,8/28/17
1787,88,More Girls Like You,Kip Moore,1,0,8/28/17
1788,89,B.E.D.,Jacquees,2,94,8/28/17
1789,90,4:00 AM,2 Chainz Featuring Travis Scott,11,93,8/28/17
1790,91,Privacy,Chris Brown,16,79,8/28/17
1791,92,Something New,Wiz Khalifa Featuring Ty Dolla $ign,1,0,8/28/17
1792,93,Perplexing Pegasus,Rae Sremmurd,2,84,8/28/17
1793,94,For Her,Chris Lane,3,97,8/28/17
1794,95,Untouchable,YoungBoy Never Broke Again,1,0,8/28/17
1795,96,It's Goin' Down,Descendants 2 Cast,4,96,8/28/17
1796,97,I Could Use A Love Song,Maren Morris,1,0,8/28/17
1797,98,Fix A Drink,Chris Janson,1,0,8/28/17
1798,99,El Amante,Nicky Jam,15,100,8/28/17
1799,100,Wokeuplikethis*,Playboi Carti Featuring Lil Uzi Vert,10,0,8/28/17
1800,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,32,1,9/4/17
1801,2,Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,10,2,9/4/17
1802,3,Bodak Yellow (Money Moves),Cardi B,8,3,9/4/17
1803,4,Believer,Imagine Dragons,29,5,9/4/17
1804,5,Attention,Charlie Puth,18,6,9/4/17
1805,6,Unforgettable,French Montana Featuring Swae Lee,20,4,9/4/17
1806,7,There's Nothing Holdin' Me Back,Shawn Mendes,18,7,9/4/17
1807,8,That's What I Like,Bruno Mars,32,8,9/4/17
1808,9,Shape Of You,Ed Sheeran,33,9,9/4/17
1809,10,Rake It Up,Yo Gotti Featuring Nicki Minaj,8,24,9/4/17
1810,11,Strip That Down,Liam Payne Featuring Quavo,14,13,9/4/17
1811,12,Bank Account,21 Savage,7,12,9/4/17
1812,13,Body Like A Back Road,Sam Hunt,30,10,9/4/17
1813,14,Slow Hands,Niall Horan,17,15,9/4/17
1814,15,Congratulations,Post Malone Featuring Quavo,35,14,9/4/17
1815,16,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",17,11,9/4/17
1816,17,Redbone,Childish Gambino,38,16,9/4/17
1817,18,Sorry Not Sorry,Demi Lovato,7,25,9/4/17
1818,19,Humble.,Kendrick Lamar,21,17,9/4/17
1819,20,Friends,Justin Bieber + BloodPop,1,0,9/4/17
1820,21,Something Just Like This,The Chainsmokers & Coldplay,27,19,9/4/17
1821,22,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",10,20,9/4/17
1822,23,Feel It Still,Portugal. The Man,10,26,9/4/17
1823,24,Mi Gente,J Balvin & Willy William Featuring Beyonce,8,21,9/4/17
1824,25,XO TOUR Llif3,Lil Uzi Vert,22,18,9/4/17
1825,26,Location,Khalid,33,27,9/4/17
1826,27,Stay,Zedd & Alessia Cara,26,23,9/4/17
1827,28,Praying,Kesha,7,22,9/4/17
1828,29,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,17,37,9/4/17
1829,30,Mask Off,Future,27,28,9/4/17
1830,31,Say You Won't Let Go,James Arthur,44,30,9/4/17
1831,32,Loyalty.,Kendrick Lamar Featuring Rihanna,19,31,9/4/17
1832,33,Love Galore,SZA Featuring Travis Scott,11,35,9/4/17
1833,34,I Get The Bag,Gucci Mane Featuring Migos,1,0,9/4/17
1834,35,What About Us,P!nk,3,29,9/4/17
1835,36,Small Town Boy,Dustin Lynch,12,38,9/4/17
1836,37,It Ain't Me,Kygo x Selena Gomez,28,34,9/4/17
1837,38,What Ifs,Kane Brown Featuring Lauren Alaina,11,44,9/4/17
1838,39,No Promises,Cheat Codes Featuring Demi Lovato,15,43,9/4/17
1839,40,Now Or Never,Halsey,20,32,9/4/17
1840,41,Young Dumb & Broke,Khalid,6,49,9/4/17
1841,42,Versace On The Floor,Bruno Mars,11,33,9/4/17
1842,43,Everyday We Lit,YFN Lucci Featuring PnB Rock,20,40,9/4/17
1843,44,It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",11,47,9/4/17
1844,45,Drinkin' Problem,Midland,16,51,9/4/17
1845,46,Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,21,41,9/4/17
1846,47,Magnolia,Playboi Carti,17,36,9/4/17
1847,48,Castle On The Hill,Ed Sheeran,33,39,9/4/17
1848,49,The Race,Tay-K,3,52,9/4/17
1849,50,No Such Thing As A Broken Heart,Old Dominion,13,50,9/4/17
1850,51,Crew,GoldLink Featuring Brent Faiyaz & Shy Glizzy,9,54,9/4/17
1851,52,Silence,Marshmello Featuring Khalid,2,42,9/4/17
1852,53,Roll In Peace,Kodak Black Featuring XXXTENTACION,1,0,9/4/17
1853,54,Do Re Mi,blackbear,11,63,9/4/17
1854,55,Fetish,Selena Gomez Featuring Gucci Mane,7,48,9/4/17
1855,56,Heartache On The Dance Floor,Jon Pardi,8,55,9/4/17
1856,57,Butterfly Effect,Travis Scott,13,58,9/4/17
1857,58,When It Rains It Pours,Luke Combs,4,68,9/4/17
1858,59,Thunder,Imagine Dragons,17,57,9/4/17
1859,60,Back To You,Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,5,56,9/4/17
1860,61,Felices Los 4,Maluma,15,53,9/4/17
1861,62,You Look Good,Lady Antebellum,20,65,9/4/17
1862,63,Escapate Conmigo,Wisin Featuring Ozuna,11,69,9/4/17
1863,64,Whatever You Need,Meek Mill Featuring Chris Brown & Ty Dolla $ign,7,61,9/4/17
1864,65,DNA.,Kendrick Lamar,19,66,9/4/17
1865,66,Do I Make You Wanna,Billy Currington,11,62,9/4/17
1866,67,Unforgettable,Thomas Rhett,4,73,9/4/17
1867,68,Glorious,Macklemore Featuring Skylar Grey,7,71,9/4/17
1868,69,Somebody Else Will,Justin Moore,12,59,9/4/17
1869,70,Most Girls,Hailee Steinfeld,14,67,9/4/17
1870,71,Love.,Kendrick Lamar Featuring Zacari,19,70,9/4/17
1871,72,The Weekend,SZA,4,75,9/4/17
1872,73,2U,David Guetta Featuring Justin Bieber,11,64,9/4/17
1873,74,New Rules,Dua Lipa,4,81,9/4/17
1874,75,B.E.D.,Jacquees,3,89,9/4/17
1875,76,All The Pretty Girls,Kenny Chesney,4,80,9/4/17
1876,77,Look What You Made Me Do,Taylor Swift,1,0,9/4/17
1877,78,My Girl,Dylan Scott,18,72,9/4/17
1878,79,Younger Now,Miley Cyrus,1,0,9/4/17
1879,80,Its Every Night Sis,RiceGum Featuring Alissa Violet,1,0,9/4/17
1880,81,Honest,The Chainsmokers,4,77,9/4/17
1881,82,Transportin',Kodak Black,1,0,9/4/17
1882,83,It Ain't My Fault,Brothers Osborne,10,79,9/4/17
1883,84,Every Little Thing,Carly Pearce,4,85,9/4/17
1884,85,Wish I Knew You,The Revivalists,4,87,9/4/17
1885,86,They Don't Know,Jason Aldean,4,82,9/4/17
1886,87,Reminder,The Weeknd,16,76,9/4/17
1887,88,Flatliner,Cole Swindell,18,74,9/4/17
1888,89,More Girls Like You,Kip Moore,2,88,9/4/17
1889,90,Questions,Chris Brown,1,0,9/4/17
1890,91,Perplexing Pegasus,Rae Sremmurd,3,93,9/4/17
1891,92,For Her,Chris Lane,4,94,9/4/17
1892,93,Patty Cake,Kodak Black,3,86,9/4/17
1893,94,Havana,Camila Cabello Featuring Young Thug,2,0,9/4/17
1894,95,4:00 AM,2 Chainz Featuring Travis Scott,12,90,9/4/17
1895,96,Untouchable,YoungBoy Never Broke Again,2,95,9/4/17
1896,97,Privacy,Chris Brown,17,91,9/4/17
1897,98,Relationship,Young Thug Featuring Future,2,0,9/4/17
1898,99,Know No Better,"Major Lazer Featuring Travis Scott, Camila Cabello & Quavo",3,0,9/4/17
1899,100,I Could Use A Love Song,Maren Morris,2,97,9/4/17
1900,1,Look What You Made Me Do,Taylor Swift,2,77,9/11/17
1901,2,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,33,1,9/11/17
1902,3,Bodak Yellow (Money Moves),Cardi B,9,3,9/11/17
1903,4,Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,11,2,9/11/17
1904,5,Attention,Charlie Puth,19,5,9/11/17
1905,6,Believer,Imagine Dragons,30,4,9/11/17
1906,7,Unforgettable,French Montana Featuring Swae Lee,21,6,9/11/17
1907,8,There's Nothing Holdin' Me Back,Shawn Mendes,19,7,9/11/17
1908,9,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,18,29,9/11/17
1909,10,Strip That Down,Liam Payne Featuring Quavo,15,11,9/11/17
1910,11,Shape Of You,Ed Sheeran,34,9,9/11/17
1911,12,Bank Account,21 Savage,8,12,9/11/17
1912,13,Rake It Up,Yo Gotti Featuring Nicki Minaj,9,10,9/11/17
1913,14,Humble.,Kendrick Lamar,22,19,9/11/17
1914,15,Slow Hands,Niall Horan,18,14,9/11/17
1915,16,XO TOUR Llif3,Lil Uzi Vert,23,25,9/11/17
1916,17,That's What I Like,Bruno Mars,33,8,9/11/17
1917,18,Sorry Not Sorry,Demi Lovato,8,18,9/11/17
1918,19,Body Like A Back Road,Sam Hunt,31,13,9/11/17
1919,20,Feel It Still,Portugal. The Man,11,23,9/11/17
1920,21,Congratulations,Post Malone Featuring Quavo,36,15,9/11/17
1921,22,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",11,22,9/11/17
1922,23,Mi Gente,J Balvin & Willy William Featuring Beyonce,9,24,9/11/17
1923,24,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",18,16,9/11/17
1924,25,Redbone,Childish Gambino,39,17,9/11/17
1925,26,Something Just Like This,The Chainsmokers & Coldplay,28,21,9/11/17
1926,27,Praying,Kesha,8,28,9/11/17
1927,28,What About Us,P!nk,4,35,9/11/17
1928,29,Location,Khalid,34,26,9/11/17
1929,30,Stay,Zedd & Alessia Cara,27,27,9/11/17
1930,31,Jocelyn Flores,XXXTENTACION,1,0,9/11/17
1931,32,Young Dumb & Broke,Khalid,7,41,9/11/17
1932,33,Friends,Justin Bieber + BloodPop,2,20,9/11/17
1933,34,Say You Won't Let Go,James Arthur,45,31,9/11/17
1934,35,Loyalty.,Kendrick Lamar Featuring Rihanna,20,32,9/11/17
1935,36,Love Galore,SZA Featuring Travis Scott,12,33,9/11/17
1936,37,Mask Off,Future,28,30,9/11/17
1937,38,Small Town Boy,Dustin Lynch,13,36,9/11/17
1938,39,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,1,0,9/11/17
1939,40,What Ifs,Kane Brown Featuring Lauren Alaina,12,38,9/11/17
1940,41,F**k Love,XXXTENTACION Featuring Trippie Redd,1,0,9/11/17
1941,42,I Get The Bag,Gucci Mane Featuring Migos,2,34,9/11/17
1942,43,No Promises,Cheat Codes Featuring Demi Lovato,16,39,9/11/17
1943,44,It Ain't Me,Kygo x Selena Gomez,29,37,9/11/17
1944,45,Thunder,Imagine Dragons,18,59,9/11/17
1945,46,No Such Thing As A Broken Heart,Old Dominion,14,50,9/11/17
1946,47,Swish Swish,Katy Perry Featuring Nicki Minaj,8,0,9/11/17
1947,48,It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",12,44,9/11/17
1948,49,Sauce It Up,Lil Uzi Vert,1,0,9/11/17
1949,50,Do Re Mi,blackbear,12,54,9/11/17
1950,51,Crew,GoldLink Featuring Brent Faiyaz & Shy Glizzy,10,51,9/11/17
1951,52,Silence,Marshmello Featuring Khalid,3,52,9/11/17
1952,53,Magnolia,Playboi Carti,18,47,9/11/17
1953,54,Everybody Dies In Their Nightmares,XXXTENTACION,1,0,9/11/17
1954,55,Transportin',Kodak Black,2,82,9/11/17
1955,56,When It Rains It Pours,Luke Combs,5,58,9/11/17
1956,57,Heartache On The Dance Floor,Jon Pardi,9,56,9/11/17
1957,58,Fetish,Selena Gomez Featuring Gucci Mane,8,55,9/11/17
1958,59,Butterfly Effect,Travis Scott,14,57,9/11/17
1959,60,444+222,Lil Uzi Vert,1,0,9/11/17
1960,61,Roll In Peace,Kodak Black Featuring XXXTENTACION,2,53,9/11/17
1961,62,Back To You,Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,6,60,9/11/17
1962,63,DNA.,Kendrick Lamar,20,65,9/11/17
1963,64,The Race,Tay-K,4,49,9/11/17
1964,65,Unforgettable,Thomas Rhett,5,67,9/11/17
1965,66,Drinkin' Problem,Midland,17,45,9/11/17
1966,67,New Rules,Dua Lipa,5,74,9/11/17
1967,68,The Weekend,SZA,5,72,9/11/17
1968,69,Glorious,Macklemore Featuring Skylar Grey,8,68,9/11/17
1969,70,Felices Los 4,Maluma,16,61,9/11/17
1970,71,Versace On The Floor,Bruno Mars,12,42,9/11/17
1971,72,Escapate Conmigo,Wisin Featuring Ozuna,12,63,9/11/17
1972,73,What Lovers Do,Maroon 5 Featuring SZA,1,0,9/11/17
1973,74,Whatever You Need,Meek Mill Featuring Chris Brown & Ty Dolla $ign,8,64,9/11/17
1974,75,All The Pretty Girls,Kenny Chesney,5,76,9/11/17
1975,76,Light It Up,Luke Bryan,1,0,9/11/17
1976,77,Revenge,XXXTENTACION,1,0,9/11/17
1977,78,Do I Make You Wanna,Billy Currington,12,66,9/11/17
1978,79,Neon Guts,Lil Uzi Vert Featuring Pharrell Williams,1,0,9/11/17
1979,80,Two,Lil Uzi Vert,1,0,9/11/17
1980,81,X,Lil Uzi Vert,1,0,9/11/17
1981,82,For Real,Lil Uzi Vert,1,0,9/11/17
1982,83,Havana,Camila Cabello Featuring Young Thug,3,94,9/11/17
1983,84,UnFazed,Lil Uzi Vert Featuring The Weeknd,1,0,9/11/17
1984,85,Love.,Kendrick Lamar Featuring Zacari,20,71,9/11/17
1985,86,B.E.D.,Jacquees,4,75,9/11/17
1986,87,Most Girls,Hailee Steinfeld,15,70,9/11/17
1987,88,My Girl,Dylan Scott,19,78,9/11/17
1988,89,They Don't Know,Jason Aldean,5,86,9/11/17
1989,90,No Sleep Leak,Lil Uzi Vert,1,0,9/11/17
1990,91,Depression & Obsession,XXXTENTACION,1,0,9/11/17
1991,92,Dark Queen,Lil Uzi Vert,1,0,9/11/17
1992,93,Every Little Thing,Carly Pearce,5,84,9/11/17
1993,94,Save Me,XXXTENTACION,1,0,9/11/17
1994,95,Carry On,XXXTENTACION,1,0,9/11/17
1995,96,Wish I Knew You,The Revivalists,5,85,9/11/17
1996,97,Tell Me You Love Me,Demi Lovato,1,0,9/11/17
1997,98,More Girls Like You,Kip Moore,3,89,9/11/17
1998,99,Down,Fifth Harmony Featuring Gucci Mane,10,0,9/11/17
1999,100,It Ain't My Fault,Brothers Osborne,11,83,9/11/17
2000,1,Look What You Made Me Do,Taylor Swift,3,1,9/18/17
2001,2,Bodak Yellow (Money Moves),Cardi B,10,3,9/18/17
2002,3,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,34,2,9/18/17
2003,4,...Ready For It?,Taylor Swift,1,0,9/18/17
2004,5,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,19,9,9/18/17
2005,6,Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,12,4,9/18/17
2006,7,Attention,Charlie Puth,20,5,9/18/17
2007,8,Believer,Imagine Dragons,31,6,9/18/17
2008,9,Unforgettable,French Montana Featuring Swae Lee,22,7,9/18/17
2009,10,There's Nothing Holdin' Me Back,Shawn Mendes,20,8,9/18/17
2010,11,Rake It Up,Yo Gotti Featuring Nicki Minaj,10,13,9/18/17
2011,12,Bank Account,21 Savage,9,12,9/18/17
2012,13,Sorry Not Sorry,Demi Lovato,9,18,9/18/17
2013,14,Strip That Down,Liam Payne Featuring Quavo,16,10,9/18/17
2014,15,Slow Hands,Niall Horan,19,15,9/18/17
2015,16,Shape Of You,Ed Sheeran,35,11,9/18/17
2016,17,That's What I Like,Bruno Mars,34,17,9/18/17
2017,18,Feel It Still,Portugal. The Man,12,20,9/18/17
2018,19,XO TOUR Llif3,Lil Uzi Vert,24,16,9/18/17
2019,20,Body Like A Back Road,Sam Hunt,32,19,9/18/17
2020,21,Humble.,Kendrick Lamar,23,14,9/18/17
2021,22,Mi Gente,J Balvin & Willy William Featuring Beyonce,10,23,9/18/17
2022,23,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",12,22,9/18/17
2023,24,Congratulations,Post Malone Featuring Quavo,37,21,9/18/17
2024,25,Something Just Like This,The Chainsmokers & Coldplay,29,26,9/18/17
2025,26,Praying,Kesha,9,27,9/18/17
2026,27,What Lovers Do,Maroon 5 Featuring SZA,2,73,9/18/17
2027,28,Redbone,Childish Gambino,40,25,9/18/17
2028,29,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",19,24,9/18/17
2029,30,Location,Khalid,35,29,9/18/17
2030,31,I Get The Bag,Gucci Mane Featuring Migos,3,42,9/18/17
2031,32,What About Us,P!nk,5,28,9/18/17
2032,33,Young Dumb & Broke,Khalid,8,32,9/18/17
2033,34,Stay,Zedd & Alessia Cara,28,30,9/18/17
2034,35,Friends,Justin Bieber + BloodPop,3,33,9/18/17
2035,36,Loyalty.,Kendrick Lamar Featuring Rihanna,21,35,9/18/17
2036,37,Love Galore,SZA Featuring Travis Scott,13,36,9/18/17
2037,38,Jocelyn Flores,XXXTENTACION,2,31,9/18/17
2038,39,Say You Won't Let Go,James Arthur,46,34,9/18/17
2039,40,What Ifs,Kane Brown Featuring Lauren Alaina,13,40,9/18/17
2040,41,Small Town Boy,Dustin Lynch,14,38,9/18/17
2041,42,No Promises,Cheat Codes Featuring Demi Lovato,17,43,9/18/17
2042,43,Mask Off,Future,29,37,9/18/17
2043,44,The Race,Tay-K,5,64,9/18/17
2044,45,Thunder,Imagine Dragons,19,45,9/18/17
2045,46,Transportin',Kodak Black,3,55,9/18/17
2046,47,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,2,39,9/18/17
2047,48,When It Rains It Pours,Luke Combs,6,56,9/18/17
2048,49,F**k Love,XXXTENTACION Featuring Trippie Redd,2,41,9/18/17
2049,50,Do Re Mi,blackbear,13,50,9/18/17
2050,51,It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",13,48,9/18/17
2051,52,Crew,GoldLink Featuring Brent Faiyaz & Shy Glizzy,11,51,9/18/17
2052,53,Roll In Peace,Kodak Black Featuring XXXTENTACION,3,61,9/18/17
2053,54,Silence,Marshmello Featuring Khalid,4,52,9/18/17
2054,55,Swish Swish,Katy Perry Featuring Nicki Minaj,9,47,9/18/17
2055,56,Heartache On The Dance Floor,Jon Pardi,10,57,9/18/17
2056,57,Sauce It Up,Lil Uzi Vert,2,49,9/18/17
2057,58,Butterfly Effect,Travis Scott,15,59,9/18/17
2058,59,No Such Thing As A Broken Heart,Old Dominion,15,46,9/18/17
2059,60,Magnolia,Playboi Carti,19,53,9/18/17
2060,61,The Weekend,SZA,6,68,9/18/17
2061,62,New Rules,Dua Lipa,6,67,9/18/17
2062,63,Unforgettable,Thomas Rhett,6,65,9/18/17
2063,64,Back To You,Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,7,62,9/18/17
2064,65,Fetish,Selena Gomez Featuring Gucci Mane,9,58,9/18/17
2065,66,Felices Los 4,Maluma,17,70,9/18/17
2066,67,All The Pretty Girls,Kenny Chesney,6,75,9/18/17
2067,68,Glorious,Macklemore Featuring Skylar Grey,9,69,9/18/17
2068,69,B.E.D.,Jacquees,5,86,9/18/17
2069,70,Everybody Dies In Their Nightmares,XXXTENTACION,2,54,9/18/17
2070,71,Versace On The Floor,Bruno Mars,13,71,9/18/17
2071,72,Whatever You Need,Meek Mill Featuring Chris Brown & Ty Dolla $ign,9,74,9/18/17
2072,73,Havana,Camila Cabello Featuring Young Thug,4,83,9/18/17
2073,74,Escapate Conmigo,Wisin Featuring Ozuna,13,72,9/18/17
2074,75,Drinkin' Problem,Midland,18,66,9/18/17
2075,76,They Don't Know,Jason Aldean,6,89,9/18/17
2076,77,These Heaux,Bhad Bhabie,1,0,9/18/17
2077,78,Every Little Thing,Carly Pearce,6,93,9/18/17
2078,79,444+222,Lil Uzi Vert,2,60,9/18/17
2079,80,Do I Make You Wanna,Billy Currington,13,78,9/18/17
